what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1302741223343
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302741249093
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302741273718
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302741278250
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302741539312
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302741543218
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302741580656
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302741587953
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302741709171
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302741711921
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302741740187
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302741743015
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302741757828
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302741761343
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302741761343
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302741761421
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302741764031
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302741767765
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302741768781
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1302741770296
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1302741790593
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302741791750
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302742010062
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1302742011578
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1302742011921
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1302742018546
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1302742021906
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1302742027578
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1302742029640
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1302742029640
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1302742029671
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1302742033171
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1302742034234
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1302742037015
started,bundle,org.eclipse.mylyn.resources.ui,3.4.0.v20100730-0100-e3x,"org.eclipse.mylyn.resources.ui",1302742037453
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302742037453
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302742039296
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1302742041078
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1302742042468
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1302742047437
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302742053890
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302742371984
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1302742376468
